"Date","Alton PS 3-1: Alton PS 3-1_Water Level - Logger (Compensated & Corrected-masl)","interpolated climate_Rainfall¹ (mm)","interpolated climate_Snowmelt¹ (mm)"
2009-11-16,392.205519040426,0,0
2009-11-17,392.204004923503,0,0
2009-11-18,392.19766998291,2.59999990463257,0
2009-11-19,392.222589810689,9.19999980926514,0
2009-11-20,392.256539344788,0,0
2009-11-21,392.219068845113,0,0
2009-11-22,392.211662610372,0,0
2009-11-23,392.200083732605,0,0
2009-11-24,392.19652334849,1,0
2009-11-25,392.224540074666,10,0
2009-11-26,392.235447565715,1.79999995231628,0
2009-11-27,392.231277783712,10,0
2009-11-28,392.216879526774,1,0
2009-11-29,392.235231081645,7.19999980926514,0
2009-11-30,392.2370262146,0,0
2009-12-01,392.231375376383,0,0
2009-12-02,392.226346333822,17.2000007629395,0
2009-12-03,392.329990069071,0,0
2009-12-04,392.290049552917,0,0
2009-12-05,392.277826309204,0,0
2009-12-06,392.266044934591,0,0
2009-12-07,392.252449989319,0,0
2009-12-08,392.247241020203,0,0
2009-12-09,392.249243418376,0,0
2009-12-10,392.262110392253,0,0
2009-12-11,392.261370023092,0,0
2009-12-12,392.246617635091,0,0
2009-12-13,392.254887898763,0,0
2009-12-14,392.247176488241,9.21484295562205,0
2009-12-15,392.256207784017,0,0
2009-12-16,392.253388404846,0,0
2009-12-17,392.245939572652,0,0
2009-12-18,392.247734387716,0,0
2009-12-19,392.244596481323,0,0
2009-12-20,392.24090162913,0,0
2009-12-21,392.233365058899,0,0
2009-12-22,392.233988126119,0,0
2009-12-23,392.228743553162,0,0
2009-12-24,392.225586573283,0,0
2009-12-25,392.221300443013,13.6294666263952,0
2009-12-26,392.309454917908,0.959094444713838,0
2009-12-27,392.277809778849,0,0.0159988464334391
2009-12-28,392.277343432109,0,0.0367633669913717
2009-12-29,392.264629681905,0,0
2009-12-30,392.255933125814,0,0
2009-12-31,392.252142906189,0,0
2010-01-01,,0,0
2010-01-02,,0,0
2010-01-03,,0,0
2010-01-04,,0,0
2010-01-05,,0,0
2010-01-06,,0,0
2010-01-07,,0,0
2010-01-08,392.241101853391,0,0
2010-01-09,392.218695004781,0,0
2010-01-10,392.229778925578,0,0
2010-01-11,392.24699306488,0,0
2010-01-12,392.240217526754,0,0
2010-01-13,392.243992805481,0,0
2010-01-14,392.230670928955,0,0
2010-01-15,392.231973012288,0,0
2010-01-16,392.228132247925,0,0
2010-01-17,392.230591773987,0,0
2010-01-18,392.224207560221,0,0
2010-01-19,392.220537185669,0,0
2010-01-20,392.213477770487,0,0
2010-01-21,392.209335962931,0,0
2010-01-22,392.208964665731,0,0
2010-01-23,392.202354431152,0,0
2010-01-24,392.214226086934,6.79375840630879,0
2010-01-25,392.269289970398,2,5.97980808263563
2010-01-26,392.257561683655,0,0
2010-01-27,392.245649973551,0,0
2010-01-28,392.239006996155,0,0
2010-01-29,392.227111498515,0,0
2010-01-30,392.22548866272,0,0
2010-01-31,392.237484931946,0,0
2010-02-01,392.238052050273,0,0
2010-02-02,392.224479675293,0,0
2010-02-03,392.220771153768,0,0
2010-02-04,392.208617846171,0,0
2010-02-05,392.20561504364,0,0
2010-02-06,392.201972643534,0,0
2010-02-07,392.197537740072,0,0
2010-02-08,392.194920539856,0,0
2010-02-09,392.198374112447,0,0
2010-02-10,392.197999954224,0,0
2010-02-11,392.19135316213,0,0
2010-02-12,392.18684387207,0,0
2010-02-13,392.183478673299,0,0
2010-02-14,392.184118588765,0,0
2010-02-15,392.185671170553,0,0
2010-02-16,392.179490407308,0,0
2010-02-17,392.17568620046,0,0
2010-02-18,392.17590490977,0,0
2010-02-19,392.167092323303,0,0
2010-02-20,392.164652934827,0,0
2010-02-21,392.157727559408,0,0
2010-02-22,392.164069811503,0,0
2010-02-23,392.165546099345,0,0
2010-02-24,392.161725997925,0,0
2010-02-25,392.167533874512,0,0
2010-02-26,392.167787233988,0,0
2010-02-27,392.187160809835,0,0
2010-02-28,392.185736656189,0,0
2010-03-01,392.170645078023,0,0
2010-03-02,392.157296498617,0,0
2010-03-03,392.15620581309,0,0
2010-03-04,392.148743311564,0,0
2010-03-05,392.144116401672,0,0
2010-03-06,392.140328725179,0,0
2010-03-07,392.137798945109,0,0
2010-03-08,392.144588152568,0,22.226779091263
2010-03-09,392.163155555725,0,24.3249992382994
2010-03-10,392.18944422404,1.29999995231628,9.44205350283103
2010-03-11,392.207418759664,0,46.8286196586428
2010-03-12,392.282539049784,8,28.7106081583415
2010-03-13,392.434841473897,34,29.0595460085869
2010-03-14,392.62998008728,10,6.17766114205847
2010-03-15,392.586203893026,0,0
2010-03-16,392.555716196696,0,0
2010-03-17,392.534533500671,0,0
2010-03-18,392.517944335938,1,1
2010-03-19,392.505924224854,0,0
2010-03-20,392.505577723185,0,0.882083789800506
2010-03-21,392.500225702922,0,0.042195429384168
2010-03-22,392.496258417765,5.40000009536743,0.0757207808153261
2010-03-23,392.503489812215,0,0
2010-03-24,392.477739969889,0,0
2010-03-25,392.480382919312,0,0
2010-03-26,392.472645759583,0.88430457179196,0
2010-03-27,392.47084013621,0,0
2010-03-28,392.492097218831,12,1.11569542820804
2010-03-29,392.512749989827,0,0
2010-03-30,392.475293159485,0,0
2010-03-31,392.465841739736,0,0
2010-04-01,392.456467310588,0,0
2010-04-02,392.450350443522,0,0
2010-04-03,392.442310969035,0,0
2010-04-04,392.442718505859,1,0
2010-04-05,392.439263343811,7.19999980926514,0
2010-04-06,392.483988761902,1.20000004768372,0
2010-04-07,392.470531463623,13.1999998092651,0
2010-04-08,392.585461616516,8,0
2010-04-09,392.541736602783,0,0
2010-04-10,392.506803830465,1,0
2010-04-11,392.495358784993,0,0
2010-04-12,392.481926600138,0,0
2010-04-13,392.476524035136,0,0
2010-04-14,392.469300270081,0,0
2010-04-15,392.467202186584,0,0
2010-04-16,392.463132222493,0,0
2010-04-17,392.474231719971,0,0
2010-04-18,392.461891492208,0,0
2010-04-19,392.453469912211,0,0
2010-04-20,392.44629890688,0,0
2010-04-21,392.446898460388,0,0
2010-04-22,392.444747289022,0,0
2010-04-23,392.438691139221,0,0
2010-04-24,392.429781595866,0,0
2010-04-25,392.432231903076,1,0
2010-04-26,392.433424631755,0,0
2010-04-27,392.428543726603,0,0
2010-04-28,392.423962275187,0,0
2010-04-29,392.408451398214,0,0
2010-04-30,392.39635181427,0,0
2010-05-01,392.405782699585,4,0
2010-05-02,392.391975402832,22,0
2010-05-03,392.487669944763,1,0
2010-05-04,392.425283749898,1,0
2010-05-05,392.43696308136,13,0
2010-05-06,392.438435872396,0,0
2010-05-07,392.479431470235,26,0
2010-05-08,392.580401738485,2.5,0
2010-05-09,392.515734354655,1,0
2010-05-10,392.475731531779,0,0
2010-05-11,392.461431185404,4.19999980926514,0
2010-05-12,392.462522824605,0,0
2010-05-13,392.480826059977,12.6000003814697,0
2010-05-14,392.482511520386,0,0
2010-05-15,392.455069859823,0,0
2010-05-16,392.432793299357,0,0
2010-05-17,392.42215124766,0,0
2010-05-18,392.408747037252,0,0
2010-05-19,392.402599652608,0,0
2010-05-20,392.389364878337,0,0
2010-05-21,392.373346964518,0,0
2010-05-22,392.372884750366,0,0
2010-05-23,392.365580876668,0,0
2010-05-24,392.355681737264,0,0
2010-05-25,392.333462715149,0,0
2010-05-26,392.323989550273,0,0
2010-05-27,392.325929005941,10,0
2010-05-28,392.320346514384,0,0
2010-05-29,392.317227363586,0,0
2010-05-30,392.306774139404,0,0
2010-05-31,392.2944688797,2.59999990463257,0
2010-06-01,392.290870348612,0,0
2010-06-02,392.370348930359,38.2000007629395,0
2010-06-03,392.4685866038,9.60000038146973,0
2010-06-04,392.408285776774,1.79999995231628,0
2010-06-05,392.383453687032,23.3999996185303,0
2010-06-06,392.486664454142,0,0
2010-06-07,392.414146105448,0,0
2010-06-08,392.386665026347,3.20000004768372,0
2010-06-09,392.396909077962,7,0
2010-06-10,392.402883529663,0,0
2010-06-11,392.363646825155,6,0
2010-06-12,392.395579973857,5.59999990463257,0
2010-06-13,392.371187210083,0,0
2010-06-14,392.361487706502,0,0
2010-06-15,392.344975471497,8.60000038146973,0
2010-06-16,392.396002451579,3.20000004768372,0
2010-06-17,392.3674659729,0,0
2010-06-18,392.339163462321,0,0
2010-06-19,392.327256202698,0,0
2010-06-20,392.320412317912,0,0
2010-06-21,392.30913511912,2,0
2010-06-22,392.327792485555,8,0
2010-06-23,392.321826299032,63.2999992370605,0
2010-06-24,392.510261853536,1,0
2010-06-25,392.435173670451,36,0
2010-06-26,392.457239468892,0,0
2010-06-27,392.486720403035,39,0
2010-06-28,392.546514829,0,0
2010-06-29,392.499459584554,0,0
2010-06-30,392.480588595072,0,0
2010-07-01,392.46772925059,0,0
2010-07-02,392.450413703918,0,0
2010-07-03,392.438398679097,0,0
2010-07-04,392.425910631816,0,0
2010-07-05,392.416280110677,0,0
2010-07-06,392.401605923971,0,0
2010-07-07,392.392639795939,0,0
2010-07-08,392.381597518921,29,0
2010-07-09,392.482218424479,6,0
2010-07-10,392.431037267049,0,0
2010-07-11,392.403923352559,1.39999997615814,0
2010-07-12,392.389802296956,1,0
2010-07-13,392.386171023051,2.09999990463257,0
2010-07-14,392.379234313965,0,0
2010-07-15,392.367014884949,5.40000009536743,0
2010-07-16,392.385449409485,0.200000002980232,0
2010-07-17,392.359983444214,0,0
2010-07-18,392.346538543701,7,0
2010-07-19,392.359573682149,0,0
2010-07-20,392.335614204407,0,0
2010-07-21,392.325264930725,0,0
2010-07-22,392.315498352051,64,0
2010-07-23,392.597059885661,0,0
2010-07-24,392.516589800517,7.09999990463257,0
2010-07-25,392.489234288534,0,0
2010-07-26,392.460098902384,0,0
2010-07-27,392.437606811523,0,0
2010-07-28,392.422912915548,0,0
2010-07-29,392.415244102478,0,0
2010-07-30,392.405983924866,0,0
2010-07-31,392.395059903463,1.39999997615814,0
2010-08-01,392.388275464376,0,0
2010-08-02,392.377452214559,0,0
2010-08-03,392.365990638733,0,0
2010-08-04,392.35638999939,6.59999990463257,0
2010-08-05,392.355062802633,0,0
2010-08-06,392.352092107137,0,0
2010-08-07,392.342013676961,5,0
2010-08-08,392.349658648173,3,0
2010-08-09,392.369915644328,16.7999992370605,0
2010-08-10,392.36213684082,0,0
2010-08-11,392.332629839579,0,0
2010-08-12,392.326726595561,0,0
2010-08-13,392.313762664795,0,0
2010-08-14,392.306620915731,20,0
2010-08-15,392.409138997396,4,0
2010-08-16,392.426347732544,0,0
2010-08-17,392.370929718018,0,0
2010-08-18,392.339266141256,0,0
2010-08-19,392.358951568604,5,0
2010-08-20,392.338175137838,0,0
2010-08-21,392.323529243469,5.80000019073486,0
2010-08-22,392.342529932658,5,0
2010-08-23,392.320985794067,0,0
2010-08-24,392.308969497681,0,0
2010-08-25,392.301118214925,0,0
2010-08-26,392.300040562948,0,0
2010-08-27,392.291087468465,0,0
2010-08-28,392.282175064087,0,0
2010-08-29,392.271204948425,0,0
2010-08-30,392.261260986328,0,0
2010-08-31,392.252523740133,0,0
2010-09-01,392.247725804647,0,0
2010-09-02,392.244646390279,0,0
2010-09-03,392.297769228617,17.5,0
2010-09-04,392.302038828532,5,0
2010-09-05,392.280458132426,0,0
2010-09-06,392.258834203084,0,0
2010-09-07,392.242687861125,1,0
2010-09-08,392.248593648275,2,0
2010-09-09,392.250161170959,0,0
2010-09-10,392.240022023519,0,0
2010-09-11,392.231010754903,0,0
2010-09-12,392.236365954081,6,0
2010-09-13,392.225149472555,0,0
2010-09-14,392.225276947021,0,0
2010-09-15,392.221919377645,1,0
2010-09-16,392.293723106384,23.5,0
2010-09-17,392.278688430786,0,0
2010-09-18,392.252481778463,0,0
2010-09-19,392.242867151896,0,0
2010-09-20,392.235759735107,0,0
2010-09-21,392.222836812337,6.30000019073486,0
2010-09-22,392.282187779744,0,0
2010-09-23,392.241981188456,0,0
2010-09-24,392.22677675883,11,0
2010-09-25,392.229289054871,1.5,0
2010-09-26,392.226090749105,0,0
2010-09-27,392.224228858948,6.19999980926514,0
2010-09-28,392.405472437541,39.0999984741211,0
2010-09-29,392.415129343669,0,0
2010-09-30,392.372763633728,0,0
2010-10-01,392.353429794312,0,0
2010-10-02,392.339192390442,0,0
2010-10-03,392.328675905863,0,0
2010-10-04,392.312395095825,0,0
2010-10-05,392.302501678467,3.20000004768372,0
2010-10-06,392.306315104167,0,0
2010-10-07,392.298041343689,0,0
2010-10-08,392.282854398092,0,0
2010-10-09,392.276207923889,0,0
2010-10-10,392.265960057576,0,0
2010-10-11,392.26363213857,0,0
2010-10-12,392.263656934102,0,0
2010-10-13,392.25586160024,19,0
2010-10-14,392.355979601542,2,0
2010-10-15,392.307947158813,0,0
2010-10-16,392.282626787821,0,0
2010-10-17,392.27351252238,0,0
2010-10-18,392.266845385234,0,0
2010-10-19,392.259500821431,0,0
2010-10-20,392.254902839661,8,0
2010-10-21,392.289684931437,0,0
2010-10-22,392.262761751811,0,0
2010-10-23,392.265942573547,15.5,0
2010-10-24,392.304158846537,1.79999995231628,0
2010-10-25,392.270888328552,0,0
2010-10-26,392.285267829895,10.5,0
2010-10-27,392.296670595805,0,0
2010-10-28,392.283842722575,2,0
2010-10-29,392.266519228617,0.800000011920929,0
2010-10-30,392.256742159526,0,0
2010-10-31,392.263326962789,0,0
2010-11-01,392.249127388,0,0
2010-11-02,392.240736643473,0,0
2010-11-03,392.235538482666,2,0
2010-11-04,392.239939371745,3.79999995231628,0
2010-11-05,392.251269976298,7,0
2010-11-06,392.242337862651,2,0
2010-11-07,392.228775024414,0,0
2010-11-08,392.226345698039,0,0
2010-11-09,392.226097424825,0,0
2010-11-10,392.223507563273,0,0
2010-11-11,392.219217618306,0,0
2010-11-12,392.210109710693,0,0
2010-11-13,392.206529299418,1,0
2010-11-14,392.208869298299,0,0
2010-11-15,392.209108352661,0,0
2010-11-16,392.215869585673,16.7999992370605,0
2010-11-17,392.30538336436,1.60000002384186,0
2010-11-18,392.256088256836,0,0
2010-11-19,392.24111143748,0,0
2010-11-20,392.242518424988,0,0
2010-11-21,392.226050059001,1.20000004768372,0
2010-11-22,392.244604428609,7.5,0
2010-11-23,392.262697219849,0,0
2010-11-24,392.245194117228,0,0
2010-11-25,392.230895360311,10,9.89999961853027
2010-11-26,392.309253374736,0,6.59999990463257
2010-11-27,392.285747528076,0,0
2010-11-28,392.266720453898,2.59999990463257,0
2010-11-29,392.239537874858,4.80000019073486,0
2010-11-30,392.260336558024,17.5,18.7000007629395
2010-12-01,392.367859840393,0,1
2010-12-02,392.330693880717,0,0
2010-12-03,392.311806996663,0,0
2010-12-04,392.309127171834,0,0
2010-12-05,392.300043423971,0,0
2010-12-06,392.300903002421,0,0
2010-12-07,392.303304990133,0,0
2010-12-08,392.29162979126,0,0
2010-12-09,392.278728485107,0,0
2010-12-10,392.275091171265,0,0
2010-12-11,392.275255521138,0,0
2010-12-12,392.271118164062,0,0
2010-12-13,392.290070215861,0,0
2010-12-14,392.286698659261,0,0
2010-12-15,392.278035481771,0,0
2010-12-16,392.280258814494,0,0
2010-12-17,392.275204022725,0,0
2010-12-18,392.278210322062,0,0
2010-12-19,392.272972424825,0,0
2010-12-20,392.265852292379,0,0
2010-12-21,392.251507123311,0,0
2010-12-22,392.2607533137,0,0
2010-12-23,392.261291186015,0,0
2010-12-24,392.251571655273,0,0
2010-12-25,392.246180534363,0,
2010-12-26,392.237845925724,0,0
2010-12-27,,0,0
2010-12-28,,0,0
2010-12-29,,0,0
2010-12-30,,1,0
2010-12-31,,4,21.1000003814697
2011-01-01,,0,74.2999954223633
2011-01-02,,0,0.0999999940395355
2011-01-03,,0,0
2011-01-04,,0,0
2011-01-05,,0,0
2011-01-06,,0,0
2011-01-07,,0,0
2011-01-08,,0,0
2011-01-09,,0,0
2011-01-10,,0,0
2011-01-11,,0,0
2011-01-12,,0,0
2011-01-13,,0,0
2011-01-14,,0,0
2011-01-15,,0,0
2011-01-16,,0,0
2011-01-17,,0,0
2011-01-18,,0,0
2011-01-19,,0,0
2011-01-20,,0,0
2011-01-21,,0,0
2011-01-22,,0,0
2011-01-23,,0,0
2011-01-24,,0,0
2011-01-25,,0,0
2011-01-26,392.239528004716,0,0
2011-01-27,392.241305033366,0,0
2011-01-28,392.240626017253,0,0
2011-01-29,392.24191792806,0,0
2011-01-30,392.238937060038,0,0
2011-01-31,392.236782073975,0,0
2011-02-01,392.229652722677,0,0
2011-02-02,392.23085530599,0,0
2011-02-03,392.230799357096,0,0
2011-02-04,392.222589174906,0,0
2011-02-05,392.219135284424,0,0
2011-02-06,392.214887619019,0,0
2011-02-07,392.216444651286,0,0
2011-02-08,392.227248191833,0,0
2011-02-09,392.219805717468,0,0
2011-02-10,392.224787076314,0,0
2011-02-11,392.219370524089,0,0
2011-02-12,392.210385004679,0,0
2011-02-13,392.210708300273,0,0
2011-02-14,392.227914174398,0,0
2011-02-15,392.215991338094,0,0
2011-02-16,392.205079714457,1,0
2011-02-17,392.23717435201,0,7.79999971389771
2011-02-18,392.367430686951,0,44.5
2011-02-19,392.377834002177,0,3.29999995231628
2011-02-20,392.352158864339,0,2.70000004768372
2011-02-21,392.338095982869,0,0.199999988079071
2011-02-22,392.322826703389,0,0
2011-02-23,392.31337483724,0,0
2011-02-24,392.299780527751,0,0
2011-02-25,392.295682589213,0,0
2011-02-26,392.289216041565,16,0
2011-02-27,392.284431775411,2,0
2011-02-28,392.375975926717,0,0.199999988079071
2011-03-01,392.345020929972,0,0
2011-03-02,392.320696512858,0,0
2011-03-03,392.306683858236,14,0
2011-03-04,392.299100875854,6,0
2011-03-05,392.512468973796,0,14.5
2011-03-06,392.519275983175,0,1.70000004768372
2011-03-07,392.476981163025,0,1.5
2011-03-08,392.443670590719,8.5,1
2011-03-09,392.42577234904,19,0.5
2011-03-10,392.519873301188,3,4.59999990463257
2011-03-11,392.727394104004,0,13.6999998092651
2011-03-12,392.644604365031,0,5.59999990463257
2011-03-13,392.595371564229,0,4.69999980926514
2011-03-14,392.567643165588,4.40000009536743,5.40000009536743
2011-03-15,392.560546875,2.5,5.19999980926514
2011-03-16,392.632610638936,0,6
2011-03-17,392.667426427205,0,44.5999984741211
2011-03-18,392.705410003662,0,30.7000007629395
2011-03-19,392.695025126139,4,4.30000019073486
2011-03-20,392.672057151794,0,3.70000004768372
2011-03-21,392.679384231567,1,5.19999980926514
2011-03-22,392.660092671712,0,2.29999995231628
2011-03-23,392.654286702474,0,0.699999988079071
2011-03-24,392.651994069417,0,0.199999988079071
2011-03-25,392.641184171041,0,0.199999988079071
2011-03-26,392.633450508118,0,0.0999999940395355
2011-03-27,392.625060717265,0,0
2011-03-28,392.6151526769,0,0
2011-03-29,392.606877009074,0,0
2011-03-30,392.604029655457,0,0
2011-03-31,392.606110890706,0,0
2011-04-01,392.604154904683,0,1.5
2011-04-02,392.601775169373,13,3.19999980926514
2011-04-03,392.593495051066,0,0.5
2011-04-04,392.726771672567,0,31.1999988555908
2011-04-05,392.707362492879,0,3.59999990463257
2011-04-06,392.685444196065,0,3.10000014305115
2011-04-07,392.669244130452,0,3.40000009536743
2011-04-08,392.662835121155,0,4.59999990463257
2011-04-09,392.654047012329,8,14.8999996185303
2011-04-10,392.676064173381,1,26.6000003814697
2011-04-11,392.669525146484,0,36.5
2011-04-12,392.659462292989,0,3.5
2011-04-13,392.655278523763,0,11.3000001907349
2011-04-14,392.648656845093,8.30000019073486,9.19999980926514
2011-04-15,392.59346930186,6.30000019073486,0.699999988079071
2011-04-16,392.613932291667,3.5,
2011-04-17,392.608715693156,0,1.10000002384186
2011-04-18,392.585016886393,16.2000007629395,0
2011-04-19,392.576569875081,4,1.70000004768372
2011-04-20,392.666795094808,0,19.0999984741211
2011-04-21,392.616902033488,10,0.199999988079071
2011-04-22,392.601762453715,0,1.39999997615814
2011-04-23,392.653041521708,0,4.09999990463257
2011-04-24,392.619760831197,7,
2011-04-25,392.609307924906,2.79999995231628,
2011-04-26,392.633673985799,1.60000002384186,
2011-04-27,392.674202919006,25.3999996185303,
2011-04-28,392.700409253438,1,
2011-04-29,392.670629501343,0,
2011-04-30,392.653093973796,2,
2011-05-01,392.647535324097,0,
2011-05-02,392.645725568136,5,
2011-05-03,392.661229769389,0,
2011-05-04,392.647813585069,0,
2011-05-05,392.63659954071,2.5,
2011-05-06,392.644469579061,0,
2011-05-07,392.63534228007,0,
2011-05-08,392.624108314514,0,
2011-05-09,392.615398089091,0,
2011-05-10,392.611914316813,0,
2011-05-11,392.603295644124,0,
2011-05-12,392.602193196615,0,
2011-05-13,392.597557385763,40.2000007629395,
2011-05-14,392.677812258403,2.5,
2011-05-15,392.739736239115,1.79999995231628,
2011-05-16,392.684373219808,4.5,
2011-05-17,392.671336809794,20.6000003814697,
2011-05-18,392.716811180115,0,
2011-05-19,392.754154205322,0,
2011-05-20,392.709271430969,0.600000023841858,
2011-05-21,392.693873723348,5.19999980926514,
2011-05-22,392.682565689087,6.5,
2011-05-23,392.695382754008,1,
2011-05-24,392.6816517512,6.59999990463257,
2011-05-25,392.671435092358,8,
2011-05-26,392.71414788564,1,
2011-05-27,392.686443010966,1,
2011-05-28,392.674812952677,1.79999995231628,
2011-05-29,392.660702705383,0,
2011-05-30,392.644685745239,0,
2011-05-31,392.6385901769,0,
2011-06-01,392.623726526896,0,
2011-06-02,392.617450714111,1,
2011-06-03,392.606168429057,0,
2011-06-04,392.671127955119,32.2000007629395,
2011-06-05,392.65012772878,7,
2011-06-06,392.620294570923,1,
2011-06-07,392.621185938517,0,
2011-06-08,392.629742304484,0,
2011-06-09,392.635018984477,1,
2011-06-10,392.60903485616,0,
2011-06-11,392.613223075867,0,
2011-06-12,392.597893079122,0,
2011-06-13,392.675867008258,0,
2011-06-14,392.734358787537,0,
2011-06-15,392.719853401184,0,
2011-06-16,392.713118553162,0,
2011-06-17,392.702641805013,0,
2011-06-18,392.692542076111,0,
2011-06-19,392.681899706523,0,
2011-06-20,392.67195002238,3.5,
2011-06-21,392.660968780518,17,
2011-06-22,392.687275606043,10,
2011-06-23,392.725074768066,1.29999995231628,
2011-06-24,392.687607765198,0,
2011-06-25,392.671305656433,0,
2011-06-26,392.657915115356,2,
2011-06-27,392.644315083822,0,
2011-06-28,392.651847521464,3,
2011-06-29,392.637943903605,0,
2011-06-30,392.6300462087,0,
2011-07-01,392.619277318319,2,
2011-07-02,392.608930587769,0,
2011-07-03,392.604985237122,0,
2011-07-04,392.592786471049,0,
2011-07-05,392.634994506836,0,
2011-07-06,392.660157521566,0,
2011-07-07,392.649451891581,0,
2011-07-08,392.638622919718,0,
2011-07-09,392.629431724548,0,
2011-07-10,392.615881919861,0,
2011-07-11,392.604302724202,0,
2011-07-12,392.599328041077,0,
2011-07-13,392.589390118917,0,
2011-07-14,392.573490778605,0,
2011-07-15,392.560746510824,0,
2011-07-16,392.550203323364,1,
2011-07-17,392.537872950236,0,
2011-07-18,392.526114463806,0,
2011-07-19,392.51736386617,0,
2011-07-20,392.507415771484,0,
2011-07-21,392.499028205872,0,
2011-07-22,392.487054824829,3,
2011-07-23,392.487658818563,14.6000003814697,
2011-07-24,392.477958361308,7.80000019073486,
2011-07-25,392.551389694214,0,
2011-07-26,392.513291994731,2.5,
2011-07-27,392.491866747538,2.09999990463257,
2011-07-28,392.486593882243,2.20000004768372,
2011-07-29,392.481473922729,0,
2011-07-30,392.474404970805,5,
2011-07-31,392.463108698527,11,
2011-08-01,392.454305966695,7,
2011-08-02,392.443732261658,1.79999995231628,
2011-08-03,392.498535477488,0,
2011-08-04,392.477547645569,0,
2011-08-05,392.461049079895,3.79999995231628,
2011-08-06,392.45312722524,2,
2011-08-07,392.460486412048,2.5,
2011-08-08,392.449674606323,3,
2011-08-09,392.455945650737,3.20000004768372,
2011-08-10,392.453545888265,0,
2011-08-11,392.443015416463,0,
2011-08-12,392.433373451233,0,
2011-08-13,392.421988169352,20,
2011-08-14,392.44394270579,1,
2011-08-15,392.45500087738,0,
2011-08-16,392.427852630615,0,
2011-08-17,392.410727818807,0,
2011-08-18,392.403417905172,0,
2011-08-19,392.399854660034,13,
2011-08-20,392.402581850688,4.69999980926514,
2011-08-21,392.422807693481,0,
2011-08-22,392.405682881673,0,
2011-08-23,392.386479059855,23.5,
2011-08-24,392.439173698425,0.699999988079071,
2011-08-25,392.478205680847,0,
2011-08-26,392.431545257568,0,
2011-08-27,392.410955746969,0,
2011-08-28,392.398924509684,0,
2011-08-29,392.388889630636,0,
2011-08-30,392.379362424215,0.800000011920929,
2011-08-31,392.370316187541,8,
2011-09-01,392.364364306132,0,
2011-09-02,392.360157648722,4,
2011-09-03,392.356633822123,6,
2011-09-04,392.390345255534,0.699999988079071,
2011-09-05,392.423971494039,0,
2011-09-06,392.385654131571,0.5,
2011-09-07,392.367780685425,0,
2011-09-08,392.35670375824,0,
2011-09-09,392.351174990336,0,
2011-09-10,392.347717285156,0,
2011-09-11,392.338977813721,0,
2011-09-12,392.331437746684,0,
2011-09-13,392.330449104309,3,
2011-09-14,392.327938397725,0,
2011-09-15,392.328142801921,0,
2011-09-16,392.322069803874,0,
2011-09-17,392.317154566447,0,
2011-09-18,392.309258460999,0,
2011-09-19,392.338990211487,15,
2011-09-20,392.361231486003,6.59999990463257,
2011-09-21,392.356756210327,1,
2011-09-22,392.371529447115,13,
2011-09-23,392.390355890447,0,
2011-09-24,392.371045430501,0,
2011-09-25,392.333338419596,0,
2011-09-26,392.315896352132,3.90000009536743,
2011-09-27,392.306967417399,0,
2011-09-28,392.316814422607,6,
2011-09-29,392.298812866211,3.20000004768372,
2011-09-30,392.326908111572,0,
2011-10-01,392.311426798503,10,
2011-10-02,392.30396270752,1.20000004768372,
2011-10-03,392.328768412272,0,
2011-10-04,392.303118387858,0,
2011-10-05,392.301798502604,0,
2011-10-06,,0,
2011-10-07,,0,
2011-10-08,,0,
2011-10-09,,0,
2011-10-10,,0,
2011-10-11,,14,
2011-10-12,,15.1999998092651,
2011-10-13,,10,
2011-10-14,,4.5,
2011-10-15,,2.5,
2011-10-16,,1,
2011-10-17,,0.800000011920929,
2011-10-18,,41,
2011-10-19,,2.70000004768372,
2011-10-20,,1,
2011-10-21,,0,
2011-10-22,,3,
2011-10-23,,1.5,
2011-10-24,,1.39999997615814,
2011-10-25,,22.6000003814697,
2011-10-26,,1,
2011-10-27,,0,0
2011-10-28,,0,0.0999999940395355
2011-10-29,,0,
2011-10-30,,0,
2011-10-31,,0,
2011-11-01,,0,
2011-11-02,,0,
2011-11-03,,0,
2011-11-04,,0,
2011-11-05,,0,
2011-11-06,,0,
2011-11-07,,1.79999995231628,
2011-11-08,,4.80000019073486,
2011-11-09,,0,
2011-11-10,,1,
2011-11-11,,0,1.79999995231628
2011-11-12,,3,0.699999988079071
2011-11-13,,4.5,
2011-11-14,,0,
2011-11-15,,0,
2011-11-16,,2,
2011-11-17,,0,0
2011-11-18,,1.70000004768372,0.399999976158142
2011-11-19,,0,
2011-11-20,,0,
2011-11-21,,8,
2011-11-22,,0,0
2011-11-23,,0,0.0999999940395355
2011-11-24,,0,7.30000019073486
2011-11-25,,4.19999980926514,12.6000003814697
2011-11-26,,8,
2011-11-27,,18.5,
2011-11-28,,40,
2011-11-29,,0,27.3999996185303
2011-11-30,,0,0.600000023841858
2011-12-01,,0,0
2011-12-02,,2,0
2011-12-03,,11,0
2011-12-04,,4.5,37.9000015258789
2011-12-05,,0,1.10000002384186
2011-12-06,,0,0
2011-12-07,,0,0
2011-12-08,,0,0
2011-12-09,392.244607778696,0,0
2011-12-10,392.239454905192,0,0
2011-12-11,392.224160512288,0,0
2011-12-12,392.216082255046,0,0
2011-12-13,392.207795461019,12.8000001907349,0
2011-12-14,392.211517333984,7,6
2011-12-15,392.287321726481,0,23.1999988555908
